Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
RectangleTable,m898.obj,288,348,Only triangles,[0.025 0.025 0.025],[0.97500002 0.380927   0.50000203]
RectangleTable,m901.obj,190,360,Only triangles,[0.025 0.025 0.025],[0.97500002 0.74464601 0.75526297]
RectangleTable,m902.obj,198,372,Only triangles,[0.025 0.025 0.025],[0.97500002 0.59618098 0.436849  ]
RectangleTable,m904.obj,128,152,Only triangles,[0.025 0.025 0.025],[0.40595099 0.97500002 0.40595099]
RectangleTable,m905.obj,48,67,Only triangles,[0.025 0.025 0.025],[0.97500002 0.84105003 0.97500002]
RectangleTable,m906.obj,178,312,Only triangles,[0.025 0.025 0.025],[0.732512   0.35051101 0.97500002]
RectangleTable,m907.obj,158,214,Only triangles,[0.025 0.025 0.025],[0.46091399 0.97500002 0.46111599]
RectangleTable,m908.obj,288,348,Only triangles,[0.025 0.025 0.025],[0.97500002 0.380927   0.50000203]
RectangleTable,m910.obj,352,1136,Only triangles,[0.025 0.025 0.025],[0.97500002 0.54610401 0.76204598]
RectangleTable,m912.obj,36,60,Only triangles,[0.025 0.025 0.025],[0.97500002 0.5        0.5       ]
RectangleTable,m913.obj,104,188,Only triangles,[0.025 0.025 0.025],[0.68424201 0.902915   0.97500002]
RectangleTable,m914.obj,576,956,Only triangles,[0.025 0.025 0.025],[0.97500002 0.288203   0.379987  ]
RectangleTable,m915.obj,40,60,Only triangles,[0.025 0.025 0.025],[0.97500002 0.636563   0.5       ]
RectangleTable,m917.obj,96,172,Only triangles,[0.025 0.025 0.025],[0.97500002 0.405      0.658333  ]
RectangleTable,m919.obj,78,124,Only triangles,[0.025 0.025 0.025],[0.85599601 0.97500002 0.90372002]
RectangleTable,m920.obj,426,736,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.67680597]
Rocket,D00015.obj,88,156,Only triangles,[-0.376261   -0.19414499 -0.207637  ],[1.17067003 0.232521   0.219035  ]
Rocket,D00343.obj,1053,2008,Only triangles,[-0.63880199 -0.192311   -0.19809   ],[0.93839598 0.196906   0.190727  ]
Rocket,D00346.obj,1508,2904,Only triangles,[-1.01734996 -0.17813399 -0.176754  ],[0.42507201 0.167429   0.167208  ]
Rocket,D00354.obj,3242,6348,Only triangles,[-0.95601499 -0.31012401 -0.30513799],[0.93364698 0.40242201 0.310574  ]
Rocket,D00426.obj,36,56,Only triangles,[-1.02224004 -0.196216   -0.113511  ],[0.77360702 0.13698    0.10123   ]
Rocket,D00428.obj,1175,2048,Only triangles,[-1.05469  -0.115143 -0.150943],[0.89449197 0.21771801 0.17919099]
Rocket,D00433.obj,170,304,Only triangles,[-0.81870699 -0.233606   -0.253759  ],[0.79368198 0.26736099 0.249727  ]
Rocket,D00437.obj,1810,3910,Only triangles,[-1.08959997 -0.18998    -0.207735  ],[0.82945102 0.147994   0.082673  ]
Rocket,D00472.obj,93,108,Only triangles,[-0.94063097 -0.214642   -0.17599601],[0.91001999 0.156407   0.17153899]
Rocket,D00485.obj,2101,4064,Only triangles,[-0.81344002 -0.22146299 -0.22958   ],[0.94017798 0.242504   0.23443501]
Rocket,D00528.obj,204,392,Only triangles,[-1.04817998 -0.239429   -0.238561  ],[0.82030201 0.24358299 0.236202  ]
Rocket,D00564.obj,73398,24466,Only triangles,[-1.19684005 -0.138064   -0.188417  ],[0.59409702 0.245138   0.176884  ]
Rocket,D00585.obj,1014,1728,Only triangles,[-1.01609004 -0.31008801 -0.38735801],[0.78622299 0.47213599 0.396474  ]
Rocket,D00614.obj,161,224,Only triangles,[-0.93104202 -0.089971   -0.157139  ],[0.84905899 0.21905901 0.147331  ]
Rocket,D00697.obj,217,430,Only triangles,[-0.67124802 -0.282161   -0.26760799],[0.941028   0.22349399 0.235476  ]
Rocket,D00719.obj,7915,12970,Only triangles,[-0.699287   -0.17796201 -0.162172  ],[0.99075699 0.15734001 0.155736  ]
Rocket,D00764.obj,250,400,Only triangles,[-0.54795301 -0.114158   -0.141261  ],[0.99425  0.167714 0.140374]
Rocket,D00851.obj,1175,2048,Only triangles,[-1.06052995 -0.111481   -0.173601  ],[0.88882601 0.221993   0.157947  ]
Rocket,D00942.obj,186,368,Only triangles,[-0.59047902 -0.192285   -0.18634599],[0.90693498 0.156672   0.16068301]
Rocket,D00975.obj,46038,15346,Only triangles,[-0.961595 -0.139452 -0.196421],[0.96933699 0.28388    0.26492101]
RoundTable,D00083.obj,1072,2040,Only triangles,[-0.58253098 -0.77693599 -0.78050101],[0.96160698 0.83336103 0.83563799]
RoundTable,D00094.obj,12414,24720,Only triangles,[-0.73528397 -0.54888302 -0.65637201],[0.41731101 0.845824   0.629085  ]
RoundTable,D00107.obj,356,904,Only triangles,[-0.27663901 -0.57097    -0.63101602],[0.86199701 0.727171   0.68804997]
RoundTable,D00194.obj,371,604,Only triangles,[-0.674582   -0.76440001 -0.74726301],[0.99536401 0.59717298 0.87179202]
RoundTable,D00344.obj,136,236,Only triangles,[-1.00259995 -0.85155302 -0.194635  ],[0.70907402 0.86542398 0.76641798]
RoundTable,D00401.obj,355,551,Only triangles,[-1.09992003 -1.02134001 -0.99403697],[0.73744202 0.83685702 0.44099799]
RoundTable,D00407.obj,215,408,Only triangles,[-0.81561899 -0.95806903 -0.57991201],[1.17115998 1.02850997 0.13784   ]
RoundTable,D00492.obj,13002,25984,Only triangles,[-0.82967699 -0.80465603 -0.65455103],[1.05402005 0.65676302 0.207063  ]
RoundTable,D00501.obj,744,1468,Only triangles,[-0.72497302 -0.82237202 -0.185433  ],[0.91917402 0.803819   0.58358902]
RoundTable,D00503.obj,1706,3316,Only triangles,[-0.60034198 -0.45123801 -0.39132801],[0.628093   0.39717501 0.441497  ]
RoundTable,D00524.obj,1141,2262,Only triangles,[-0.75990301 -0.631271   -0.482521  ],[0.53937697 0.60615498 0.797809  ]
RoundTable,D00581.obj,4126,1526,Only triangles,[-0.748806   -0.95223403 -0.71741998],[1.19973004 0.99339199 0.40484801]
RoundTable,D00646.obj,1921,3600,Only triangles,[-0.65305799 -0.82588702 -0.345202  ],[0.99581701 0.82085598 0.692204  ]
RoundTable,D00649.obj,2136,4256,Only triangles,[-0.92189097 -0.89033598 -0.908957  ],[0.85884601 0.89140701 0.116575  ]
RoundTable,D00702.obj,6647,13237,Only triangles,[-0.843261   -0.72847402 -0.35174301],[0.59822202 0.81949699 0.83655602]
RoundTable,D00756.obj,837,1652,Only triangles,[-0.85280401 -0.26964501 -0.384058  ],[0.42166701 0.51363599 0.39857   ]
RoundTable,D00827.obj,1732,3436,Only triangles,[-0.67122298 -0.59433597 -0.92685902],[1.04605997 1.24014997 0.84435302]
RoundTable,D00866.obj,288,636,Only triangles,[-0.735421   -0.82296801 -0.58270001],[0.58797598 0.51612401 0.56519002]
RoundTable,D00909.obj,1238,2330,Only triangles,[-0.74709803 -0.73574603 -0.55732399],[0.76599699 0.62785798 0.76664197]
RoundTable,D00948.obj,1740,3464,Only triangles,[-0.37372601 -0.44569901 -0.44605201],[0.77986801 0.44419801 0.44654101]
RoundTable,m921.obj,1921,3600,Only triangles,[0.025 0.025 0.025],[0.97500002 0.46867901 0.97500002]
RoundTable,m922.obj,54,88,Only triangles,[0.025 0.025 0.025],[0.97500002 0.53562498 0.92850399]
RoundTable,m923.obj,201,366,Only triangles,[0.025 0.025 0.025],[0.97442001 0.526223   0.97500002]
RoundTable,m924.obj,215,408,Only triangles,[0.025 0.025 0.025],[0.97500002 0.336326   0.97500002]
RoundTable,m925.obj,216,408,Only triangles,[0.025 0.025 0.025],[0.97490698 0.56859201 0.97500002]
RoundTable,m926.obj,218,408,Only triangles,[0.025 0.025 0.025],[0.97500002 0.791605   0.97500002]
RoundTable,m927.obj,201,366,Only triangles,[0.025 0.025 0.025],[0.974424   0.354664   0.97500002]
RoundTable,m928.obj,463,752,Only triangles,[0.025 0.025 0.025],[0.97500002 0.804676   0.97500002]
RoundTable,m929.obj,444,752,Only triangles,[0.025 0.025 0.025],[0.97500002 0.562554   0.97500002]
RoundTable,m930.obj,501,978,Only triangles,[0.025 0.025 0.025],[0.64108098 0.97500002 0.64108098]
RoundTable,m931.obj,54,88,Only triangles,[0.025 0.025 0.025],[0.811207   0.97500002 0.77272701]
RoundTable,m932.obj,10889,20594,Only triangles,[0.025 0.025 0.025],[0.97500002 0.62020701 0.97500002]
RoundTable,m933.obj,55,100,Only triangles,[0.025 0.025 0.025],[0.97500002 0.55937499 0.92850399]
RoundTable,m934.obj,148,276,Only triangles,[0.025 0.025 0.025],[0.97500002 0.81489801 0.97500002]
RoundTable,m935.obj,128,241,Only triangles,[0.025 0.025 0.025],[0.876203   0.97500002 0.87618601]
RoundTable,m937.obj,72,140,Only triangles,[0.025 0.025 0.025],[0.97500002 0.76388901 0.97500002]
RoundTable,m938.obj,422,840,Only triangles,[0.025 0.025 0.025],[0.87475002 0.87673497 0.97500002]
Shelf,D00057.obj,9850,6900,Only triangles,[-0.95634103 -0.70276898 -0.30043799],[0.73008698 0.46233499 0.20203   ]
Shelf,D00074.obj,1903,1872,Only triangles,[-0.75832802 -0.63538098 -0.284787  ],[1.03820002 0.85028899 0.16020399]
Shelf,D00129.obj,1207,684,Only triangles,[-0.76013499 -0.73122102 -0.28021801],[0.76355398 0.92397702 0.19845   ]
Shelf,D00171.obj,1505,2716,Only triangles,[-0.82522899 -0.63585103 -0.291628  ],[0.91711497 0.29728001 0.26191601]
Shelf,D00198.obj,2064,2068,Only triangles,[-0.79943401 -0.75085598 -0.09851   ],[0.74464703 0.64535999 0.27292001]
Shelf,D00242.obj,1874,3584,Only triangles,[-1.17163002 -1.02621996 -0.19385201],[0.75799602 0.902776   0.394703  ]
Shelf,D00337.obj,1628,2806,Only triangles,[-0.741947   -1.09397995 -0.30006999],[1.12611997 0.70540297 0.108376  ]
Shelf,D00352.obj,129,254,Only triangles,[-0.71965802 -0.832937   -0.25964701],[1.07551003 0.50286198 0.225189  ]
Shelf,D00468.obj,960,1684,Only triangles,[-1.14697003 -1.02188003 -0.38202101],[0.72874397 0.83161199 0.37654299]
Shelf,D00592.obj,74,106,Only triangles,[-0.76468498 -0.89085102 -0.315815  ],[1.21042001 1.06315005 0.17753699]
Shelf,D00631.obj,6295,10712,Only triangles,[-0.833323   -0.72546798 -0.126855  ],[1.00918996 0.830073   0.18488801]
Shelf,D00691.obj,5210,5004,Only triangles,[-0.79691303 -0.45345101 -0.143362  ],[0.94027698 0.519454   0.109983  ]
Shelf,D00725.obj,5831,8126,Only triangles,[-0.75757599 -0.74688101 -0.229562  ],[1.09320998 0.89002103 0.196062  ]
Shelf,D00772.obj,202,306,Only triangles,[-0.57121497 -0.93489599 -0.223388  ],[0.95787001 0.74501699 0.11265   ]
Shelf,D00781.obj,4773,6260,Only triangles,[-0.79332101 -0.89729798 -0.56721097],[1.15081    0.93388802 0.47887799]
Shelf,D00818.obj,1872,2298,Only triangles,[-0.53988999 -0.60499698 -0.220333  ],[0.98127598 0.66519099 0.216049  ]
Shelf,D00881.obj,249,400,Only triangles,[-0.767308   -0.96358103 -0.190552  ],[1.17375004 0.96071899 0.128665  ]
Shelf,D00887.obj,261,404,Only triangles,[-0.75465697 -0.47092301 -0.12949599],[1.12674999 0.70441198 0.180283  ]
Shelf,D00917.obj,2452,4162,Only triangles,[-0.94683099 -0.41319099 -0.1558    ],[0.88223201 0.52165902 0.39255399]
Shelf,D00956.obj,122,173,Only triangles,[-0.80379701 -0.72105199 -0.215748  ],[0.93469101 0.55449998 0.179699  ]
Shelf,m844.obj,200,324,Only triangles,[0.025 0.025 0.025],[0.97500002 0.82696098 0.20429599]
Shelf,m845.obj,60,88,Only triangles,[0.025 0.025 0.025],[0.78563899 0.97500002 0.263024  ]
Shelf,m846.obj,1101,2098,Only triangles,[0.025 0.025 0.025],[0.551      0.97500002 0.26780501]
Shelf,m847.obj,158,244,Only triangles,[0.025 0.025 0.025],[0.66041303 0.97500002 0.225022  ]
Shelf,m849.obj,128,192,Only triangles,[0.025 0.025 0.025],[0.97500002 0.66212702 0.178756  ]
Shelf,m850.obj,184,300,Only triangles,[0.025 0.025 0.025],[0.97500002 0.78355002 0.198028  ]
Shelf,m851.obj,68,120,Only triangles,[0.025 0.025 0.025],[0.83928603 0.97500002 0.29642901]
Shelf,m852.obj,104,228,Only triangles,[0.025 0.025 0.025],[0.79527003 0.97500002 0.281757  ]
Shelf,m853.obj,100,228,Only triangles,[0.025 0.025 0.025],[0.75576901 0.97500002 0.207692  ]
Shelf,m854.obj,96,204,Only triangles,[0.025 0.025 0.025],[0.97426897 0.97500002 0.19341899]
Shelf,m855.obj,46,44,Only triangles,[0.025 0.025 0.025],[0.97500002 0.81666702 0.5       ]
Shelf,m856.obj,64,96,Only triangles,[0.025 0.025 0.025],[0.97500002 0.79110497 0.40805301]
Shelf,m857.obj,112,168,Only triangles,[0.025 0.025 0.025],[0.97500002 0.66861099 0.33158299]
Shelf,m858.obj,48,28,Only triangles,[0.025 0.025 0.025],[0.97500002 0.5        0.12      ]
Shelf,m859.obj,2556,4716,Only triangles,[0.025 0.025 0.025],[0.67782199 0.97500002 0.32231301]
Shelf,m860.obj,56,84,Only triangles,[0.025 0.025 0.025],[0.97500002 0.78829497 0.29169899]
Shelf,m861.obj,150,232,Only triangles,[0.025 0.025 0.025],[0.97500002 0.91062403 0.176864  ]
Shelf,m862.obj,544,1024,Only triangles,[0.025 0.025 0.025],[0.46824601 0.97500002 0.91253603]
Shelf,m863.obj,289,362,Only triangles,[0.025 0.025 0.025],[0.590289   0.97500002 0.213433  ]
Shelf,m864.obj,323,406,Only triangles,[0.025 0.025 0.025],[0.5        0.97500002 0.183336  ]
Shelf,m865.obj,255,318,Only triangles,[0.025 0.025 0.025],[0.72295702 0.97500002 0.25765699]
Shelf,m866.obj,221,274,Only triangles,[0.025 0.025 0.025],[0.93699503 0.97500002 0.32900399]
Shelf,m868.obj,112,180,Only triangles,[0.025 0.025 0.025],[0.38772699 0.97500002 0.19772699]
Ship,D00027.obj,4202,4887,Only triangles,[-0.70186001 -0.403568   -0.196767  ],[1.03006005 0.302762   0.180722  ]
Ship,D00042.obj,2275,3816,Only triangles,[-1.00258005 -0.20301899 -0.42215899],[0.96470398 0.25575399 0.20810699]
Ship,D00099.obj,374,672,Only triangles,[-0.92139399 -0.25668901 -0.117036  ],[0.950876   0.45070401 0.193121  ]
Ship,D00175.obj,13725,26994,Only triangles,[-0.68090099 -0.247049   -0.16500901],[0.86511803 0.219483   0.21706501]
Ship,D00247.obj,6122,10530,Only triangles,[-0.94282901 -0.249844   -0.127142  ],[0.99044698 0.193791   0.149932  ]
Ship,D00258.obj,9284,10781,Only triangles,[-0.96413797 -0.36835399 -0.13321   ],[0.89567602 0.321623   0.119153  ]
Ship,D00292.obj,4340,4887,Only triangles,[-0.70441699 -0.41085801 -0.18118399],[1.02567005 0.296958   0.17597   ]
Ship,D00429.obj,19361,36405,Only triangles,[-0.68397099 -0.244451   -0.32785699],[1.00174999 0.300118   0.312399  ]
Ship,D00467.obj,5062,5504,Only triangles,[-1.01227999 -0.26938701 -0.093821  ],[0.95186001 0.150805   0.100438  ]
Ship,D00539.obj,23858,41981,Only triangles,[-1.03132999 -0.215717   -0.19884799],[0.89599001 0.148406   0.22883099]
Ship,D00543.obj,7537,14375,Only triangles,[-0.83979398 -0.61699802 -0.23085999],[1.06456006 0.215636   0.200711  ]
Ship,D00647.obj,1713,3374,Only triangles,[-0.97442102 -0.228144   -0.143241  ],[0.98198301 0.168889   0.126853  ]
Ship,D00771.obj,33376,65300,Only triangles,[-0.84798098 -0.49737501 -0.115535  ],[1.09133005 0.25620201 0.089999  ]
Ship,D00791.obj,4200,4887,Only triangles,[-1.00436997 -0.30531099 -0.179924  ],[0.72526801 0.406037   0.184624  ]
Ship,D00809.obj,40714,80272,Only triangles,[-0.98132902 -0.439915   -0.161653  ],[0.89901102 0.26367399 0.19267499]
Ship,D00837.obj,6122,10530,Only triangles,[-0.92400002 -0.27326101 -0.124809  ],[1.00796998 0.16785599 0.153832  ]
Ship,D00896.obj,4991,9542,Only triangles,[-1.13694    -0.44475299 -0.25995499],[0.75784397 0.335244   0.25119701]
Ship,D00907.obj,21442,18338,Only triangles,[-0.61878198 -0.28434899 -0.26467299],[0.87661701 0.34930199 0.31066   ]
Ship,D00935.obj,124,200,Only triangles,[-0.914527 -0.120096 -0.060672],[0.96505803 0.20828401 0.114198  ]
Ship,D00949.obj,2547,3668,Only triangles,[-1.01364994 -0.247172   -0.209759  ],[0.933231   0.51411998 0.38599601]
Ship,m1427.obj,757,1084,Only triangles,[0.025 0.025 0.025],[0.97500002 0.219739   0.1816    ]
Ship,m1428.obj,817,1083,Only triangles,[0.025 0.025 0.025],[0.97500002 0.239868   0.14634   ]
Ship,m1429.obj,749,1039,Only triangles,[0.025 0.025 0.025],[0.97500002 0.301662   0.13237999]
Ship,m1430.obj,774,1032,Only triangles,[0.025 0.025 0.025],[0.97500002 0.367111   0.138905  ]
Ship,m1431.obj,674,960,Only triangles,[0.025 0.025 0.025],[0.97500002 0.318517   0.17669301]
Ship,m1432.obj,573,822,Only triangles,[0.025 0.025 0.025],[0.97500002 0.262155   0.119449  ]
Ship,m1433.obj,926,1227,Only triangles,[0.025 0.025 0.025],[0.97500002 0.31326199 0.195429  ]
Ship,m1434.obj,600,1077,Only triangles,[0.025 0.025 0.025],[0.47231999 0.27655801 0.97500002]
Ship,m1435.obj,4241,4887,Only triangles,[0.025 0.025 0.025],[0.21916001 0.40352201 0.97500002]
Ship,m1436.obj,1704,3340,Only triangles,[0.025 0.025 0.025],[0.15596899 0.209796   0.97500002]
Ship,m1437.obj,658,930,Only triangles,[0.025 0.025 0.025],[0.97500002 0.28496099 0.12736399]
Ship,m1438.obj,1309,2454,Only triangles,[0.025 0.025 0.025],[0.97500002 0.19299001 0.18789101]
Ship,m1439.obj,428,848,Only triangles,[0.025 0.025 0.025],[0.97500002 0.2687     0.122699  ]
Ship,m1440.obj,4230,5977,Only triangles,[0.025 0.025 0.025],[0.97500002 0.221908   0.262171  ]
Ship,m1441.obj,3153,4116,Only triangles,[0.025 0.025 0.025],[0.97500002 0.42543599 0.239859  ]
Ship,m1442.obj,6859,12554,Only triangles,[0.025 0.025 0.025],[0.164983   0.30525601 0.97500002]
Ship,m1444.obj,6251,11722,Only triangles,[0.025 0.025 0.025],[0.231519   0.45932001 0.97500002]
Ship,m1446.obj,6122,10530,Only triangles,[0.025 0.025 0.025],[0.97500002 0.159904   0.24461199]
Ship,m1447.obj,3189,6000,Only triangles,[0.025 0.025 0.025],[0.121877   0.17908201 0.97500002]
Ship,m1448.obj,182,328,Only triangles,[0.025 0.025 0.025],[0.186087   0.97500002 0.68173897]
Ship,m1449.obj,330,660,Only triangles,[0.025 0.025 0.025],[0.22389901 0.849298   0.97500002]
Ship,m1450.obj,98,156,Only triangles,[0.025 0.025 0.025],[0.238483   0.84338802 0.97500002]
Ship,m1451.obj,775,1498,Only triangles,[0.025 0.025 0.025],[0.181495   0.97500002 0.69145399]
Ship,m1452.obj,776,1452,Only triangles,[0.025 0.025 0.025],[0.60355198 0.97500002 0.158593  ]
Ship,m1453.obj,7994,15870,Only triangles,[0.025 0.025 0.025],[0.44008899 0.69094503 0.97500002]
Ship,m1454.obj,325,598,Only triangles,[0.025 0.025 0.025],[0.63737702 0.82099098 0.97500002]
Ship,m1455.obj,314,576,Only triangles,[0.025 0.025 0.025],[0.402439   0.70609403 0.97500002]
Ship,m1456.obj,497,924,Only triangles,[0.025 0.025 0.025],[0.88284397 0.97500002 0.27011701]
Ship,m1457.obj,2333,4485,Only triangles,[0.025 0.025 0.025],[0.37519699 0.59732997 0.97500002]
Ship,m1458.obj,2509,4698,Only triangles,[0.025 0.025 0.025],[0.97500002 0.89087999 0.55481398]
Ship,m1459.obj,331,531,Only triangles,[0.025 0.025 0.025],[0.97500002 0.66440499 0.42026001]
Ship,m1460.obj,4892,9510,Only triangles,[0.025 0.025 0.025],[0.67788899 0.518839   0.97500002]
Ship,m1461.obj,12526,23024,Only triangles,[0.025 0.025 0.025],[0.71867597 0.513399   0.97500002]
Ship,m1462.obj,4916,9500,Only triangles,[0.025 0.025 0.025],[0.54835802 0.52495199 0.97500002]
Ship,m1463.obj,629,1236,Only triangles,[0.025 0.025 0.025],[0.97500002 0.16415501 0.12241   ]
Ship,m1464.obj,2873,5534,Only triangles,[0.025 0.025 0.025],[0.19372    0.34244099 0.97500002]
Ship,m1465.obj,6923,10583,Only triangles,[0.025 0.025 0.025],[0.97500002 0.22725201 0.15176199]
Ship,m1466.obj,9736,18939,Only triangles,[0.025 0.025 0.025],[0.169516   0.212589   0.97500002]
Ship,m1467.obj,574,1076,Only triangles,[0.025 0.025 0.025],[0.159527   0.29473299 0.97500002]
Ship,m1468.obj,467,684,Only triangles,[0.025 0.025 0.025],[0.97500002 0.227148   0.178993  ]
Ship,m1469.obj,1724,3176,Only triangles,[0.025 0.025 0.025],[0.129224   0.28801    0.97500002]
Ship,m1470.obj,145,270,Only triangles,[0.025 0.025 0.025],[0.122405   0.16415399 0.97500002]
Ship,m1471.obj,2511,3552,Only triangles,[0.025 0.025 0.025],[0.97500002 0.35031301 0.45315599]
Sign,m1670.obj,221,217,Only triangles,[0.025 0.025 0.025],[0.33560699 0.97500002 0.068536  ]
Sign,m1671.obj,119,113,Only triangles,[0.025 0.025 0.025],[0.33883801 0.97500002 0.075532  ]
Sign,m1672.obj,231,299,Only triangles,[0.025 0.025 0.025],[0.67075199 0.97500002 0.11303   ]
Sign,m1673.obj,80,86,Only triangles,[0.025 0.025 0.025],[0.42899999 0.97500002 0.072555  ]
Sign,m1674.obj,50,78,Only triangles,[0.025 0.025 0.025],[0.59640199 0.97500002 0.083778  ]
Sign,m1675.obj,40,52,Only triangles,[0.025 0.025 0.025],[0.318634   0.97500002 0.044992  ]
Sign,m1676.obj,4031,8034,Only triangles,[0.025 0.025 0.025],[0.231959   0.97500002 0.057745  ]
Sign,m1678.obj,642,1021,Only triangles,[0.025 0.025 0.025],[0.209241   0.97500002 0.045404  ]
Sign,m1679.obj,417,786,Only triangles,[0.025 0.025 0.025],[0.154414   0.97500002 0.084022  ]
Sign,m1680.obj,360,708,Only triangles,[0.025 0.025 0.025],[0.37756801 0.97500002 0.052018  ]
Sign,m1681.obj,6540,13032,Only triangles,[0.025 0.025 0.025],[0.41661301 0.97500002 0.057631  ]
Sign,m1682.obj,4492,8804,Only triangles,[0.025 0.025 0.025],[0.97500002 0.85274202 0.35730699]
Sign,m1683.obj,3000,5896,Only triangles,[0.025 0.025 0.025],[0.97049201 0.97500002 0.358657  ]
Sign,m1684.obj,44,76,Only triangles,[0.025 0.025 0.025],[0.97500002 0.94233    0.104207  ]
Sign,m1685.obj,760,1344,Only triangles,[0.025 0.025 0.025],[0.80746198 0.97500002 0.30696601]
Skyscraper,D00006.obj,48737,54489,Only triangles,[-0.86549002 -0.38378599 -0.42766401],[1.06092    0.45253399 0.32560599]
Skyscraper,D00058.obj,73697,53448,Only triangles,[-0.86673099 -0.31689101 -0.185607  ],[0.96626103 0.236562   0.20952199]
Skyscraper,D00059.obj,12771,6932,Only triangles,[-0.92116803 -0.36932701 -0.31360999],[0.99016899 0.26578099 0.32881701]
Skyscraper,D00105.obj,8334,16159,Only triangles,[-1.03017998 -0.30471501 -0.206293  ],[0.516563 0.184333 0.176329]
Skyscraper,D00125.obj,18704,16194,Only triangles,[-0.98596799 -0.20807301 -0.16676401],[0.55974001 0.25884801 0.184044  ]
Skyscraper,D00126.obj,39975,38308,Only triangles,[-0.789563   -0.29139799 -0.220346  ],[1.06212997 0.381102   0.15625601]
Skyscraper,D00130.obj,1036,1672,Only triangles,[-0.941441 -0.179672 -0.185709],[0.87635303 0.229129   0.20734499]
Skyscraper,D00259.obj,50449,57938,Only triangles,[-0.92169797 -0.18257301 -0.12942301],[0.683792 0.11706  0.138955]
Skyscraper,D00300.obj,6372,10967,Only triangles,[-0.88164401 -0.182475   -0.19238301],[0.90078402 0.22764599 0.19267   ]
Skyscraper,D00520.obj,51730,52041,Only triangles,[-0.857575   -0.37807301 -0.25568399],[1.11018002 0.274454   0.26669899]
Skyscraper,D00532.obj,19283,26932,Only triangles,[-0.906344   -0.29371199 -0.256522  ],[1.00365996 0.42977601 0.22904   ]
Skyscraper,D00584.obj,28864,28622,Only triangles,[-0.79736602 -0.29321399 -0.182036  ],[1.11754    0.36858699 0.267066  ]
Skyscraper,D00589.obj,6372,10976,Only triangles,[-0.89100099 -0.249752   -0.210741  ],[0.84233999 0.185449   0.221908  ]
Skyscraper,D00641.obj,3299,4363,Only triangles,[-0.86723202 -0.183149   -0.205679  ],[1.00217998 0.267759   0.21675199]
Skyscraper,D00664.obj,10076,12812,Only triangles,[-0.77136898 -0.28435299 -0.24810401],[0.77929503 0.30120501 0.26777101]
Skyscraper,D00729.obj,51011,50113,Only triangles,[-1.08302999 -0.370116   -0.33166599],[0.82779002 0.60483199 0.34764799]
Skyscraper,D00822.obj,10054,16987,Only triangles,[-0.96285301 -0.207903   -0.20802   ],[0.76387602 0.19233701 0.18561999]
Skyscraper,D00870.obj,65343,50778,Only triangles,[-0.87706602 -0.39689201 -0.231676  ],[1.03834999 0.239769   0.218357  ]
Skyscraper,D00872.obj,365,668,Only triangles,[-1.25123    -0.24728701 -0.18134101],[0.451695   0.25722799 0.37355599]
Skyscraper,D00998.obj,4708,5942,Only triangles,[-1.17797005 -0.18578701 -0.160495  ],[0.46710601 0.16659001 0.172304  ]
Spoon,D00014.obj,748,4485,Only triangles,[ 3.41958404  0.83594102 -0.025512  ],[4.27962875 5.10234022 0.27828601]
Spoon,D00085.obj,575,3444,Only triangles,[-1.42213702e+00  1.32852304e+00 -1.01300003e-03],[3.0455699  2.21192694 0.34892201]
Spoon,D00144.obj,243,1407,Only triangles,[0.121356 0.300286 0.031978],[0.186049   0.61864603 0.055897  ]
Spoon,D00157.obj,386,2499,Only triangles,[-0.88484597 -0.68839997 -0.        ],[0.92228597 6.32199717 0.45573601]
Spoon,D00196.obj,1512,4812,Only triangles,[ 0.11268  -0.102328  0.      ],[0.146018 0.105094 0.01905 ]
Spoon,D00338.obj,481,3021,Only triangles,[-0.53897703  0.169091    0.        ],[13.44772148 12.13092041  4.74391508]
Spoon,D00422.obj,109,528,Only triangles,[-0.027843 -0.116957  0.064647],[ 0.039432 -0.093315  0.106098]
Spoon,D00474.obj,72,363,Only triangles,[-0.15025599  0.020605    0.        ],[-0.01698  0.04325  0.00685]
Spoon,D00497.obj,144,852,Only triangles,[ 0.006005  0.035645 -0.      ],[0.054753 0.058796 0.248042]
Spoon,D00517.obj,487,2697,Only triangles,[-10.17669964 -10.17669964   0.        ],[10.17669964 69.78179932 10.17669964]
Spoon,D00562.obj,4958,12999,Only triangles,[-4.91905022 10.80630016  0.34421599],[-3.81887007 11.71290016  0.45606399]
Spoon,D00593.obj,144,918,Only triangles,[0. 0. 0.],[1.59758401 0.311811   8.35755825]
Spoon,D00661.obj,1848,10491,Only triangles,[ 2.73779011 -0.59188402  0.011549  ],[ 4.41013002 -0.208667    0.18198299]
Spoon,D00669.obj,556,3324,Only triangles,[-0.33655  -0.04445   0.018273],[0.33655    1.083619   0.66965699]
Spoon,D00674.obj,173,966,Only triangles,[-0.55992502 -2.178684   -0.257557  ],[1.05099297 1.51614094 0.26371399]
Spoon,D00683.obj,5039,3282,Only triangles,[-1.88431001  1.36682999  0.002341  ],[-1.84047008  1.52078009  0.0450626 ]
Spoon,D00790.obj,284,1623,Only triangles,[-0.018031   -3.27782488 -0.        ],[13.03379345  8.96806526 11.7856226 ]
