Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
RectangleTable,m875.obj,10014,19852,Only triangles,[-0.47148401 -0.186009   -0.115424  ],[0.52851599 0.19862001 0.160188  ]
RectangleTable,m876.obj,10005,19990,Only triangles,[-0.47374499 -0.49153301 -0.37073401],[0.52625501 0.50626498 0.314073  ]
RectangleTable,m877.obj,10000,19972,Only triangles,[-0.497058   -0.49084401 -0.156997  ],[0.50279701 0.50915599 0.100618  ]
RectangleTable,m878.obj,10006,19992,Only triangles,[-0.38833699 -0.40239701 -0.42468399],[0.61166298 0.46016899 0.55735803]
RectangleTable,m879.obj,9998,20000,Only triangles,[-0.36502001 -0.315218   -0.361085  ],[0.63498002 0.348562   0.30322   ]
RectangleTable,m881.obj,10001,19974,Only triangles,[-0.49564201 -0.42117599 -0.165177  ],[0.50435799 0.265053   0.174622  ]
RectangleTable,m882.obj,10006,19976,Only triangles,[-0.452384   -0.38468501 -0.45658299],[0.547616   0.45144701 0.104199  ]
RectangleTable,m883.obj,10005,19990,Only triangles,[-0.353957   -0.440781   -0.37678501],[0.56300998 0.559219   0.442224  ]
RectangleTable,m886.obj,9977,20888,Only triangles,[-0.49178299 -0.362391   -0.122238  ],[0.50821698 0.36328399 0.35877201]
RectangleTable,m887.obj,10019,19974,Only triangles,[-0.34366  -0.13484  -0.146267],[0.65634    0.61092299 0.245667  ]
RectangleTable,m888.obj,10003,19994,Only triangles,[-0.212773   -0.29900101 -0.3804    ],[0.78722697 0.350104   0.33709201]
RectangleTable,m889.obj,9999,19996,Only triangles,[-0.42629901 -0.26583701 -0.0292716 ],[0.57370102 0.356049   0.535312  ]
RectangleTable,m890.obj,10003,19970,Only triangles,[-0.43929899 -0.34579101 -0.298181  ],[0.56070101 0.36597201 0.384646  ]
RectangleTable,m891.obj,10003,19986,Only triangles,[-0.37574399 -0.294081   -0.16885801],[0.62425601 0.304869   0.182263  ]
RectangleTable,m892.obj,8632,19971,Only triangles,[-0.502442 -0.300089 -0.152466],[0.497558 0.340152 0.193939]
RectangleTable,m893.obj,10004,19972,Only triangles,[-0.41456801 -0.247339   -0.29528201],[0.56379098 0.75266099 0.42246899]
RectangleTable,m894.obj,10006,19976,Only triangles,[-0.49100301 -0.44405901 -0.25260299],[0.50899702 0.55303299 0.13085601]
RectangleTable,m895.obj,10006,19976,Only triangles,[-0.40838999 -0.29946199 -0.263982  ],[0.59161001 0.33886299 0.142196  ]
RectangleTable,m896.obj,10024,19965,Only triangles,[-0.447171   -0.425731   -0.50383198],[0.52381402 0.53513998 0.49616799]
RectangleTable,m897.obj,10020,19964,Only triangles,[-0.28444201 -0.273195   -0.145336  ],[0.71555799 0.43601999 0.124864  ]
RectangleTable,m898.obj,10017,19966,Only triangles,[-0.415288   -0.26747599 -0.133378  ],[0.58471203 0.26836801 0.286612  ]
RectangleTable,m901.obj,10003,19986,Only triangles,[-0.376973   -0.48302901 -0.345099  ],[0.62302703 0.44214299 0.41676199]
RectangleTable,m902.obj,10004,19984,Only triangles,[-0.38244799 -0.301368   -0.21164601],[0.61755198 0.35226801 0.245369  ]
RectangleTable,m904.obj,9997,19965,Only triangles,[-0.45374    -0.175567   -0.22121599],[0.54626    0.26379299 0.231159  ]
RectangleTable,m905.obj,9758,19990,Only triangles,[-0.47848901 -0.491144   -0.43414101],[0.48232701 0.508856   0.220057  ]
RectangleTable,m906.obj,10004,19964,Only triangles,[-0.43207899 -0.317954   -0.108953  ],[0.56792098 0.44944799 0.210554  ]
RectangleTable,m907.obj,10023,19974,Only triangles,[-0.46635199 -0.298958   -0.26738101],[0.53364801 0.23092    0.27298999]
RectangleTable,m908.obj,10017,19966,Only triangles,[-0.415288   -0.26747599 -0.133378  ],[0.58471203 0.26836801 0.286612  ]
RectangleTable,m910.obj,9708,20284,Only triangles,[-0.53046501 -0.423527   -0.45381999],[0.46953499 0.483215   0.0413897 ]
RectangleTable,m912.obj,10003,19994,Only triangles,[-0.35660201 -0.215433   -0.31397399],[0.64339799 0.32643399 0.25644901]
RectangleTable,m913.obj,10005,19990,Only triangles,[-0.46182001 -0.58131999 -0.359855  ],[0.49989599 0.41868001 0.33900401]
RectangleTable,m914.obj,10022,19848,Only triangles,[-0.45284301 -0.166951   -0.19267701],[0.54715699 0.209585   0.092958  ]
RectangleTable,m915.obj,10005,19990,Only triangles,[-0.24221399 -0.429914   -0.233298  ],[0.75778598 0.33181599 0.27840701]
RectangleTable,m917.obj,10005,19990,Only triangles,[-0.32789201 -0.36430901 -0.222452  ],[0.67210799 0.41699699 0.20553599]
RectangleTable,m919.obj,10005,19978,Only triangles,[-0.45166501 -0.49917999 -0.58294898],[0.53036201 0.50081998 0.270381  ]
RectangleTable,m920.obj,10030,19960,Only triangles,[-0.45441499 -0.49292099 -0.57831401],[0.54556602 0.50707901 0.0527878 ]
Rocket,D00015.obj,10004,19988,Only triangles,[-0.373689 -0.11113  -0.107789],[0.626311 0.117125 0.120469]
Rocket,D00343.obj,10024,19972,Only triangles,[-0.28482899 -0.116607   -0.116192  ],[0.71517098 0.115852   0.116183  ]
Rocket,D00346.obj,10013,19914,Only triangles,[-0.150352 -0.118188 -0.119295],[0.849648 0.120548 0.120278]
Rocket,D00354.obj,10013,19986,Only triangles,[-0.46055499 -0.18070801 -0.161594  ],[0.53944498 0.190007   0.16321   ]
Rocket,D00426.obj,10003,19994,Only triangles,[-0.51350302 -0.091662   -0.0608915 ],[0.48649701 0.0945029  0.0661719 ]
Rocket,D00428.obj,9744,20022,Only triangles,[-0.459153  -0.0839999 -0.0638416],[0.540847  0.0816697 0.106482 ]
Rocket,D00433.obj,10003,19970,Only triangles,[-0.49516201 -0.144311   -0.144079  ],[0.50483799 0.14609601 0.146677  ]
Rocket,D00437.obj,8969,20314,Only triangles,[-0.43874601 -0.0504846  -0.0696753 ],[0.56125402 0.140222   0.0756353 ]
Rocket,D00472.obj,10002,19990,Only triangles,[-0.305318  -0.0918679 -0.0940445],[0.694682  0.0966795 0.0944719]
Rocket,D00485.obj,9985,19993,Only triangles,[-0.31203899 -0.13197    -0.131589  ],[0.68796098 0.132585   0.13297001]
Rocket,D00528.obj,10002,19988,Only triangles,[-0.44855699 -0.126555   -0.126349  ],[0.55144298 0.12984701 0.130062  ]
Rocket,D00564.obj,2410,6665,Only triangles,[-0.24301501 -0.0983768  -0.09052   ],[0.75698501 0.0987322  0.110803  ]
Rocket,D00585.obj,9888,20000,Only triangles,[-0.54405499 -0.20993701 -0.206388  ],[0.45594499 0.21048801 0.211992  ]
Rocket,D00614.obj,10002,19960,Only triangles,[-0.43188599 -0.0802696  -0.0844149 ],[0.56811398 0.0907543  0.0892579 ]
Rocket,D00697.obj,10000,19996,Only triangles,[-0.42786101 -0.1609     -0.163995  ],[0.57213902 0.16413    0.161046  ]
Rocket,D00719.obj,9509,21093,Only triangles,[-0.27093601 -0.0812427  -0.0822183 ],[0.72906399 0.0856851  0.0838    ]
Rocket,D00764.obj,9586,20006,Only triangles,[-0.20881499 -0.0870004  -0.0889056 ],[0.79118502 0.0887392  0.086792  ]
Rocket,D00851.obj,9791,20021,Only triangles,[-0.46268401 -0.0815977  -0.0599511 ],[0.53731602 0.0840988  0.110079  ]
Rocket,D00942.obj,10000,19996,Only triangles,[-0.53807902 -0.116984   -0.116193  ],[0.46192101 0.114278   0.11473   ]
Rocket,D00975.obj,2232,6662,Only triangles,[-0.53796399 -0.12719899 -0.0814675 ],[0.46203601 0.12710901 0.153191  ]
RoundTable,D00083.obj,10003,19994,Only triangles,[-0.25133801 -0.49049401 -0.47745201],[0.63295197 0.509404   0.52254802]
RoundTable,D00094.obj,9998,19987,Only triangles,[-0.35057399 -0.49978501 -0.49969599],[0.37317601 0.50021499 0.50003302]
RoundTable,D00107.obj,5257,20158,Only triangles,[-0.418816   -0.48783001 -0.470411  ],[0.45921001 0.50338101 0.529589  ]
RoundTable,D00194.obj,9308,19983,Only triangles,[-0.274867 -0.429993 -0.443546],[0.44452    0.56108499 0.556454  ]
RoundTable,D00344.obj,10011,19986,Only triangles,[-0.47878301 -0.48930299 -0.444114  ],[0.52121699 0.51051801 0.089865  ]
RoundTable,D00401.obj,10040,19937,Only triangles,[-0.554362   -0.411129   -0.54915899],[0.438714   0.47011599 0.45084101]
RoundTable,D00407.obj,7885,20005,Only triangles,[-0.49376401 -0.48466301 -0.195115  ],[0.50623602 0.51425099 0.19292501]
RoundTable,D00492.obj,10002,19984,Only triangles,[-0.496822   -0.381446   -0.24631099],[0.503178   0.38251501 0.164984  ]
RoundTable,D00501.obj,10004,19988,Only triangles,[-0.493395   -0.48919499 -0.38567999],[0.50642699 0.51080501 0.0475747 ]
RoundTable,D00503.obj,10004,19984,Only triangles,[-0.24257401 -0.34554699 -0.34011999],[0.75742602 0.35999399 0.36535701]
RoundTable,D00524.obj,10000,19980,Only triangles,[-0.49836501 -0.49654999 -0.58911198],[0.50135702 0.50344998 0.20318399]
RoundTable,D00581.obj,5801,21156,Only triangles,[-0.57580203 -0.33081099 -0.39001101],[0.424198   0.478935   0.57502902]
RoundTable,D00646.obj,10020,19942,Only triangles,[-0.50531101 -0.47942799 -0.327728  ],[0.49468899 0.51883602 0.193064  ]
RoundTable,D00649.obj,10003,19990,Only triangles,[-0.49915701 -0.48189199 -0.52758998],[0.50083798 0.51810801 0.0139563 ]
RoundTable,D00702.obj,10006,19985,Only triangles,[-0.41049299 -0.47042    -0.45860299],[0.370408 0.52958  0.491606]
RoundTable,D00756.obj,9993,19998,Only triangles,[-0.36986801 -0.31356201 -0.306995  ],[0.63013202 0.307587   0.31417799]
RoundTable,D00827.obj,10004,19980,Only triangles,[-0.40219399 -0.50319803 -0.51503402],[0.34805    0.496802   0.48294401]
RoundTable,D00866.obj,9287,20022,Only triangles,[-0.42523199 -0.42403701 -0.39774799],[0.57476801 0.52610701 0.546767  ]
RoundTable,D00909.obj,9992,20053,Only triangles,[-0.41269201 -0.497421   -0.50146502],[0.516855   0.50257897 0.498463  ]
RoundTable,D00948.obj,10002,19988,Only triangles,[-0.543073   -0.38472199 -0.40907201],[0.456927 0.419476 0.395412]
RoundTable,m921.obj,10004,19988,Only triangles,[-0.47338399 -0.494461   -0.30028901],[0.52588803 0.505539   0.205383  ]
RoundTable,m922.obj,10000,19980,Only triangles,[-0.49648201 -0.47543201 -0.36571601],[0.50351799 0.47862899 0.205318  ]
RoundTable,m923.obj,10005,19974,Only triangles,[-0.47715101 -0.48291299 -0.46955499],[0.52284902 0.51704901 0.0671402 ]
RoundTable,m924.obj,8081,20002,Only triangles,[-0.466223   -0.51938701 -0.19361401],[0.533777 0.479442 0.210834]
RoundTable,m925.obj,8116,20002,Only triangles,[-0.383369   -0.42265299 -0.36973101],[0.60685998 0.57734698 0.595577  ]
RoundTable,m926.obj,8110,20001,Only triangles,[-0.48906401 -0.44181699 -0.46507201],[0.476634   0.55358702 0.53492802]
RoundTable,m927.obj,10005,19974,Only triangles,[-0.495713   -0.41890699 -0.32029   ],[0.504287   0.58094299 0.0436304 ]
RoundTable,m928.obj,9902,19932,Only triangles,[-0.34836599 -0.50973898 -0.57783401],[0.58349901 0.47431099 0.42216599]
RoundTable,m929.obj,9570,19963,Only triangles,[-0.204896 -0.518332 -0.472734],[0.41706699 0.481668   0.52684999]
RoundTable,m930.obj,10002,19980,Only triangles,[-0.467233   -0.31571701 -0.33349401],[0.532767   0.331487   0.31377399]
RoundTable,m931.obj,10000,19980,Only triangles,[-0.66003001 -0.40945101 -0.44593501],[0.33996999 0.40852001 0.44664401]
RoundTable,m932.obj,9853,19190,Only triangles,[-0.48526499 -0.41295701 -0.434479  ],[0.51473498 0.46344301 0.47286999]
RoundTable,m933.obj,10000,19990,Only triangles,[-0.34653899 -0.490816   -0.38344699],[0.37233201 0.509184   0.56338501]
RoundTable,m934.obj,10001,19982,Only triangles,[-0.437969   -0.41043001 -0.34209999],[0.56203097 0.388284   0.57049203]
RoundTable,m935.obj,9904,19980,Only triangles,[-0.53020698 -0.44023401 -0.40797099],[0.46979299 0.48577601 0.51799202]
RoundTable,m937.obj,10000,19996,Only triangles,[-0.44556499 -0.43159699 -0.50309998],[0.39411801 0.48870799 0.49689999]
RoundTable,m938.obj,9870,19996,Only triangles,[-0.682841   -0.45599699 -0.440247  ],[0.317159   0.42047599 0.43770099]
Shelf,D00057.obj,8898,21943,Only triangles,[-0.50130898 -0.31808501 -0.137053  ],[0.49869099 0.36003801 0.125026  ]
Shelf,D00074.obj,8786,20268,Only triangles,[-0.64215499 -0.35828999 -0.0523336 ],[0.35784501 0.36258501 0.215747  ]
Shelf,D00129.obj,7928,20192,Only triangles,[-0.38549399 -0.57575297 -0.245603  ],[0.51489002 0.424247   0.13716   ]
Shelf,D00171.obj,9997,19963,Only triangles,[-0.63566703 -0.132505   -0.0581645 ],[0.364333 0.387954 0.185012]
Shelf,D00198.obj,8855,20475,Only triangles,[-0.50249398 -0.52331901 -0.0905199 ],[0.49750599 0.376856   0.245232  ]
Shelf,D00242.obj,10027,19910,Only triangles,[-0.45583901 -0.40185401 -0.0163847 ],[0.50461501 0.59814602 0.32780799]
Shelf,D00337.obj,9849,20015,Only triangles,[-0.52422899 -0.301705   -0.0426774 ],[0.47577101 0.63771099 0.213021  ]
Shelf,D00352.obj,10000,19996,Only triangles,[-0.47593999 -0.27006099 -0.102351  ],[0.52406001 0.409082   0.125076  ]
Shelf,D00468.obj,9939,19993,Only triangles,[-0.70546597 -0.52947599 -0.116518  ],[0.294534   0.46055201 0.26582101]
Shelf,D00592.obj,10004,19972,Only triangles,[-0.53800899 -0.470635   -0.141798  ],[0.46199101 0.48992899 0.137035  ]
Shelf,D00631.obj,9954,20243,Only triangles,[-0.50921702 -0.316239   -0.0366931 ],[0.49078301 0.48599499 0.127621  ]
Shelf,D00691.obj,9745,17314,Only triangles,[-0.492488   -0.29785699 -0.0528893 ],[0.50751197 0.250025   0.0927176 ]
Shelf,D00725.obj,9590,21713,Only triangles,[-0.62414497 -0.422353   -0.26127699],[0.375855   0.41779    0.27690101]
Shelf,D00772.obj,9929,19926,Only triangles,[-0.49070901 -0.448805   -0.0823442 ],[0.50929099 0.44138101 0.107232  ]
Shelf,D00781.obj,9622,20470,Only triangles,[-0.51350999 -0.40558901 -0.31498599],[0.457939   0.59441102 0.29889399]
Shelf,D00818.obj,9726,20429,Only triangles,[-0.39056  -0.249972 -0.180866],[0.484588   0.75002801 0.0949294 ]
Shelf,D00881.obj,9976,19974,Only triangles,[-0.440222  -0.18104   -0.0769349],[0.55977798 0.66783702 0.0811173 ]
Shelf,D00887.obj,10015,19958,Only triangles,[-0.465803  -0.157144  -0.0656825],[0.53419697 0.423913   0.0823374 ]
Shelf,D00917.obj,9778,20059,Only triangles,[-0.60752797 -0.249116   -0.0436134 ],[0.392472   0.235323   0.23439001]
Shelf,D00956.obj,9820,19967,Only triangles,[-0.46536699 -0.35234299 -0.132873  ],[0.53463298 0.367881   0.108737  ]
Shelf,m844.obj,10009,19942,Only triangles,[-0.44736499 -0.387705   -0.0958597 ],[0.55263501 0.479644   0.0882108 ]
Shelf,m845.obj,10001,19982,Only triangles,[-0.44724  -0.498781 -0.117325],[0.55276    0.42954001 0.153749  ]
Shelf,m846.obj,10022,19962,Only triangles,[-0.621005   -0.39321899 -0.0244406 ],[0.378995   0.29085001 0.213348  ]
Shelf,m847.obj,9840,19932,Only triangles,[-0.528014 -0.344284 -0.109669],[0.471986   0.32795301 0.105695  ]
Shelf,m849.obj,10018,19972,Only triangles,[-0.39509499 -0.37791699 -0.0891419 ],[0.60490501 0.31256101 0.093956  ]
Shelf,m850.obj,10006,19944,Only triangles,[-0.53502101 -0.35965899 -0.0923506 ],[0.46497899 0.44798201 0.0908721 ]
Shelf,m851.obj,10002,19988,Only triangles,[-0.60647202 -0.60865599 -0.130288  ],[0.39352801 0.38348001 0.0958604 ]
Shelf,m852.obj,9993,20006,Only triangles,[-0.452483   -0.33716801 -0.105645  ],[0.52712703 0.66283202 0.183173  ]
Shelf,m853.obj,9991,20010,Only triangles,[-0.42030701 -0.33692199 -0.075153  ],[0.57969302 0.58210701 0.132871  ]
Shelf,m854.obj,9590,20004,Only triangles,[-0.42262399 -0.46528301 -0.0890899 ],[0.57737601 0.53351003 0.0551959 ]
Shelf,m855.obj,9786,19980,Only triangles,[-0.47262499 -0.411796   -0.14269599],[0.52737498 0.50839299 0.33937401]
Shelf,m856.obj,10002,19972,Only triangles,[-0.483394   -0.35778099 -0.219358  ],[0.51660597 0.453343   0.191256  ]
Shelf,m857.obj,10014,19972,Only triangles,[-0.48172301 -0.36063001 -0.155338  ],[0.51827699 0.42539099 0.14920101]
Shelf,m858.obj,10010,19976,Only triangles,[-0.456159  -0.247998  -0.0520636],[0.543841   0.26241899 0.0522946 ]
Shelf,m859.obj,10105,19814,Only triangles,[-0.48456299 -0.34928799 -0.119277  ],[0.51543701 0.347792   0.190549  ]
Shelf,m860.obj,10000,19972,Only triangles,[-0.49301699 -0.40950301 -0.140255  ],[0.50698298 0.39347801 0.143268  ]
Shelf,m861.obj,10021,19974,Only triangles,[-0.49680701 -0.40746301 -0.0844432 ],[0.50319302 0.56007999 0.0806328 ]
Shelf,m862.obj,10008,19956,Only triangles,[-0.48235199 -0.35747799 -0.193443  ],[0.51764798 0.57680303 0.286374  ]
Shelf,m863.obj,9874,19965,Only triangles,[-0.44298401 -0.24681    -0.0154562 ],[0.55701602 0.40612799 0.181805  ]
Shelf,m864.obj,9786,19949,Only triangles,[-0.461099  -0.239007  -0.0181091],[0.53890097 0.31404901 0.15581   ]
Shelf,m865.obj,9925,19961,Only triangles,[-0.48214301 -0.31002599 -0.0253873 ],[0.51785702 0.455695   0.224998  ]
Shelf,m866.obj,9922,19969,Only triangles,[-0.42425099 -0.47273701 -0.0332012 ],[0.55264902 0.52726299 0.25697199]
Shelf,m868.obj,10011,19978,Only triangles,[-0.39825401 -0.188274   -0.12799001],[0.60174602 0.22828101 0.0984246 ]
Ship,D00027.obj,9931,18257,Only triangles,[-0.374203 -0.102944 -0.232758],[0.62579697 0.102265   0.170746  ]
Ship,D00042.obj,10095,19750,Only triangles,[-0.50424898 -0.167588   -0.110932  ],[0.49575099 0.166821   0.132044  ]
Ship,D00099.obj,9758,20013,Only triangles,[-0.51003897 -0.188467   -0.0781828 ],[0.489961   0.18452001 0.0771312 ]
Ship,D00175.obj,9948,19736,Only triangles,[-0.32690799 -0.147736   -0.117902  ],[0.67309201 0.15326101 0.133333  ]
Ship,D00247.obj,10070,19749,Only triangles,[-0.49707401 -0.106137   -0.0706576 ],[0.50292599 0.121478   0.0717914 ]
Ship,D00258.obj,10343,19445,Only triangles,[-0.52387297 -0.22082099 -0.0714471 ],[0.476127  0.152833  0.0643544]
Ship,D00292.obj,9916,18413,Only triangles,[-0.373292 -0.102524 -0.171359],[0.62670797 0.101908   0.232715  ]
Ship,D00429.obj,9573,18661,Only triangles,[-0.341059   -0.160438   -0.15553799],[0.65894097 0.159125   0.226717  ]
Ship,D00467.obj,8984,19339,Only triangles,[-0.54831499 -0.0792249  -0.0478715 ],[0.45168501 0.13926899 0.0510034 ]
Ship,D00539.obj,9204,18062,Only triangles,[-0.488473  -0.0702021 -0.106496 ],[0.511527  0.0673858 0.103348 ]
Ship,D00543.obj,10174,19711,Only triangles,[-0.47598401 -0.32704899 -0.114656  ],[0.52401602 0.135993   0.113857  ]
Ship,D00647.obj,10006,19960,Only triangles,[-0.48914599 -0.0682727  -0.0875114 ],[0.51085401 0.101276   0.107183  ]
Ship,D00771.obj,9743,20256,Only triangles,[-0.46400601 -0.218086   -0.0493546 ],[0.53599399 0.131395   0.048039  ]
Ship,D00791.obj,9922,18228,Only triangles,[-0.373813 -0.102791 -0.23265 ],[0.62618703 0.10184    0.17137299]
Ship,D00809.obj,10423,19805,Only triangles,[-0.430484   -0.21793801 -0.0932179 ],[0.569516   0.15798301 0.0930531 ]
Ship,D00837.obj,10070,19749,Only triangles,[-0.498658  -0.106226  -0.0707137],[0.501342  0.121412  0.0718061]
Ship,D00896.obj,10006,19910,Only triangles,[-0.428101 -0.173058 -0.132498],[0.571899   0.26673701 0.14205199]
Ship,D00907.obj,4690,10906,Only triangles,[-0.45984501 -0.226356   -0.163893  ],[0.54015499 0.19924501 0.18761501]
Ship,D00935.obj,10014,19980,Only triangles,[-0.499403 -0.103353 -0.040743],[0.500597  0.070899  0.0398504]
Ship,D00949.obj,9586,20273,Only triangles,[-0.46924299 -0.31541201 -0.112118  ],[0.53075701 0.0830302  0.110571  ]
Ship,m1427.obj,10050,19861,Only triangles,[-0.51152903 -0.15597799 -0.0842994 ],[0.488471  0.0703982 0.082664 ]
Ship,m1428.obj,9966,19818,Only triangles,[-0.449806   -0.16360299 -0.062709  ],[0.55019403 0.0698102  0.065024  ]
Ship,m1429.obj,9797,19875,Only triangles,[-0.44385299 -0.226117   -0.0558992 ],[0.55614698 0.0801951  0.0575362 ]
Ship,m1430.obj,10057,19841,Only triangles,[-0.445393  -0.303606  -0.0587866],[0.55460697 0.0584703  0.0613467 ]
Ship,m1431.obj,10014,19885,Only triangles,[-0.44338    -0.22049101 -0.160083  ],[0.55662   0.0798981 0.0848873]
Ship,m1432.obj,10018,19902,Only triangles,[-0.491218   -0.17290699 -0.0486825 ],[0.50878203 0.0929598  0.0509248 ]
Ship,m1433.obj,9952,19870,Only triangles,[-0.48824599 -0.229068   -0.0854744 ],[0.51175398 0.092343   0.0937234 ]
Ship,m1434.obj,10018,19920,Only triangles,[-0.457032   -0.43394899 -0.172608  ],[0.54296798 0.51437598 0.18319701]
Ship,m1435.obj,9939,18282,Only triangles,[-0.63149798 -0.102808   -0.233923  ],[0.36850199 0.101714   0.169733  ]
Ship,m1436.obj,10007,19954,Only triangles,[-0.50591201 -0.106413   -0.0663005 ],[0.49408799 0.0986205  0.0829149 ]
Ship,m1437.obj,10028,19896,Only triangles,[-0.57104599 -0.22982401 -0.0532808 ],[0.42895401 0.0587199  0.0550055 ]
Ship,m1438.obj,9904,19896,Only triangles,[-0.43295601 -0.0884331  -0.0914548 ],[0.56704402 0.111025   0.108836  ]
Ship,m1439.obj,9993,19990,Only triangles,[-0.417941  -0.165024  -0.0503336],[0.58205903 0.0903712  0.0529787 ]
Ship,m1440.obj,9744,19273,Only triangles,[-0.37523901 -0.144539   -0.0940495 ],[0.62476099 0.128865   0.075546  ]
Ship,m1441.obj,9975,19429,Only triangles,[-0.46640101 -0.263399   -0.114618  ],[0.53359902 0.16463    0.112335  ]
Ship,m1442.obj,10031,19749,Only triangles,[-0.25785699 -0.18090799 -0.0752166 ],[0.74214298 0.116327   0.075343  ]
Ship,m1444.obj,10050,19765,Only triangles,[-0.399997   -0.31835401 -0.109388  ],[0.600003   0.14977901 0.108456  ]
Ship,m1446.obj,10070,19749,Only triangles,[-0.48809999 -0.105826   -0.0706711 ],[0.51190001 0.121803   0.0717819 ]
Ship,m1447.obj,10039,19918,Only triangles,[-0.1927    -0.0404748 -0.04905  ],[0.80729997 0.13198    0.0530537 ]
Ship,m1448.obj,10003,19982,Only triangles,[-0.27548301 -0.78126597 -0.0818568 ],[0.41889799 0.218734   0.0904031 ]
Ship,m1449.obj,10000,20000,Only triangles,[-0.49062201 -0.57716101 -0.105261  ],[0.50937802 0.26865101 0.108852  ]
Ship,m1450.obj,8793,19976,Only triangles,[-0.57438898 -0.68598598 -0.112645  ],[0.42561099 0.17012499 0.11292   ]
Ship,m1451.obj,10009,19982,Only triangles,[-0.48622501 -0.36386701 -0.0824677 ],[0.51377499 0.33502099 0.0822331 ]
Ship,m1452.obj,9998,19988,Only triangles,[-0.19824199 -0.233677   -0.071403  ],[0.80175799 0.33847699 0.0682389 ]
Ship,m1453.obj,10029,19958,Only triangles,[-0.58481598 -0.384372   -0.21297   ],[0.41518399 0.328693   0.21902899]
Ship,m1454.obj,10015,19978,Only triangles,[-0.50198901 -0.585226   -0.36663699],[0.49801099 0.254426   0.28043899]
Ship,m1455.obj,10014,19976,Only triangles,[-0.56575102 -0.48435599 -0.19246501],[0.43424901 0.22483    0.19103999]
Ship,m1456.obj,10007,19944,Only triangles,[-0.61093599 -0.394934   -0.12166   ],[0.38906401 0.46404901 0.127258  ]
Ship,m1457.obj,10010,19913,Only triangles,[-0.48912799 -0.31095499 -0.183504  ],[0.51087201 0.29756701 0.185821  ]
Ship,m1458.obj,10021,19922,Only triangles,[-0.45947    -0.463606   -0.27364099],[0.54053003 0.428462   0.26746401]
Ship,m1459.obj,9883,19962,Only triangles,[-0.53515798 -0.51358199 -0.204006  ],[0.46484199 0.193876   0.21668901]
Ship,m1460.obj,10041,19808,Only triangles,[-0.51918101 -0.35672301 -0.34966999],[0.48081899 0.17841101 0.33768699]
Ship,m1461.obj,10457,20004,Only triangles,[-0.43898001 -0.36566901 -0.114771  ],[0.56102002 0.36362299 0.40374199]
Ship,m1462.obj,10033,19848,Only triangles,[-0.430316   -0.27663499 -0.42280501],[0.56968403 0.283465   0.127525  ]
Ship,m1463.obj,10000,19997,Only triangles,[-0.43528  -0.090213 -0.051953],[0.56471997 0.0573656  0.051558  ]
Ship,m1464.obj,10002,19936,Only triangles,[-0.407015  -0.23174   -0.0711913],[0.59298497 0.130068   0.0638715 ]
Ship,m1465.obj,10539,18548,Only triangles,[-0.48260999 -0.122846   -0.0489914 ],[0.51739001 0.0901354  0.0511313 ]
Ship,m1466.obj,10128,19844,Only triangles,[-0.3917    -0.114208  -0.0757965],[0.60829997 0.0916233  0.0765632 ]
Ship,m1467.obj,10011,19950,Only triangles,[-0.427973  -0.158547  -0.0655888],[0.57202703 0.148451   0.076204  ]
Ship,m1468.obj,10004,19956,Only triangles,[-0.44646099 -0.105805   -0.0751765 ],[0.55353898 0.106985   0.0963477 ]
Ship,m1469.obj,10016,19936,Only triangles,[-0.25646099 -0.144454   -0.0539852 ],[0.74353898 0.109117   0.0560971 ]
Ship,m1470.obj,9840,19998,Only triangles,[-0.37759101 -0.0843133  -0.0542138 ],[0.62240899 0.0588824  0.0598493 ]
Ship,m1471.obj,10110,19776,Only triangles,[-0.441239   -0.219588   -0.23235001],[0.558761 0.235038 0.121194]
Sign,m1670.obj,9419,19929,Only triangles,[-0.206863  -0.180066  -0.0272151],[0.79313701 0.15408    0.0274138 ]
Sign,m1671.obj,9626,19989,Only triangles,[-0.231546  -0.162645  -0.0318477],[0.76845402 0.168024   0.0359721 ]
Sign,m1672.obj,8320,19970,Only triangles,[-0.447878  -0.194061  -0.0363448],[0.552122   0.58247697 0.107072  ]
Sign,m1673.obj,9216,19978,Only triangles,[-0.20354301 -0.189467   -0.0272421 ],[0.79645699 0.23293801 0.0310528 ]
Sign,m1674.obj,10006,19992,Only triangles,[-0.31182599 -0.223482   -0.0296484 ],[0.39583099 0.77651799 0.0365196 ]
Sign,m1675.obj,10003,19994,Only triangles,[-0.162339   -0.13207801 -0.00403159],[0.83766103 0.17698801 0.0205438 ]
Sign,m1676.obj,10002,19976,Only triangles,[-0.122341  -0.110617  -0.0221585],[0.87765902 0.107529   0.036258  ]
Sign,m1678.obj,9779,19882,Only triangles,[-0.212815   -0.0955556  -0.00880987],[0.78718501 0.0985993  0.0131364 ]
Sign,m1679.obj,10001,19966,Only triangles,[-0.115183  -0.0665932 -0.034034 ],[0.884817  0.0697225 0.028755 ]
Sign,m1680.obj,10003,19994,Only triangles,[-0.40842101 -0.246904   -0.00626672],[0.59157902 0.23710901 0.0230876 ]
Sign,m1681.obj,10011,19974,Only triangles,[-0.71912003 -0.221506   -0.0115668 ],[0.28088  0.189329 0.03295 ]
Sign,m1682.obj,10022,19864,Only triangles,[-0.48383701 -0.168467   -0.0861161 ],[0.51616299 0.76127398 0.13522699]
