Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
BuildingNonResidential,m421.obj,10059,19885,Only triangles,[-0.49627501 -0.29702699 -0.190347  ],[0.50372499 0.30048099 0.13033099]
BuildingNonResidential,m470.obj,9981,19613,Only triangles,[-0.267185   -0.15142199 -0.0577308 ],[0.36505401 0.84857798 0.109117  ]
BuildingNonResidential,m471.obj,9999,20010,Only triangles,[-0.297631  -0.0941247 -0.110108 ],[0.70236897 0.16291299 0.128222  ]
BuildingNonResidential,m472.obj,10003,19994,Only triangles,[-0.464369   -0.226932   -0.21493199],[0.535631   0.24288601 0.25573   ]
BuildingNonResidential,m474.obj,10004,19956,Only triangles,[-0.46652001 -0.49346799 -0.106184  ],[0.53347999 0.50546801 0.50270301]
BuildingNonResidential,m475.obj,9869,19994,Only triangles,[-0.49673799 -0.31319201 -0.30937201],[0.50326198 0.27300501 0.54431498]
BuildingNonResidential,m477.obj,10052,19879,Only triangles,[-0.628636 -0.189816 -0.175253],[0.371364   0.211284   0.18068799]
BuildingNonResidential,m478.obj,10052,19760,Only triangles,[-0.49656099 -0.42319    -0.0278835 ],[0.50343901 0.42617401 0.120525  ]
BuildingNonResidential,m479.obj,9932,19942,Only triangles,[-0.454101   -0.27247199 -0.127885  ],[0.54589897 0.276465   0.196888  ]
BuildingNonResidential,m481.obj,9882,19958,Only triangles,[-0.50765097 -0.49983701 -0.0418889 ],[0.49226901 0.50016302 0.108609  ]
Bus,D00084.obj,10641,58717,Only triangles,[-0.00082064 -0.00187865 -0.00039014],[9.99179006e-01 1.62831997e-03 3.79536010e-04]
Bus,D00114.obj,8977,26234,Only triangles,[-0.492369   -0.25654399 -0.167409  ],[0.507631 0.32966  0.155935]
Bus,D00151.obj,9852,25564,Only triangles,[-0.469136   -0.180134   -0.16945601],[0.530864   0.17982399 0.193352  ]
Bus,D00179.obj,6961,26305,Only triangles,[-0.50978702 -0.127722   -0.14540599],[0.49021301 0.12772299 0.169544  ]
Bus,D00182.obj,11045,64373,Only triangles,[-0.42359999 -0.299597   -0.165408  ],[0.57639998 0.350573   0.107917  ]
Bus,D00264.obj,10186,60548,Only triangles,[-0.42398801 -0.13798501 -0.0819053 ],[0.57601202 0.14896899 0.216337  ]
Bus,D00411.obj,6811,26254,Only triangles,[-0.527731   -0.16885801 -0.132897  ],[0.472269   0.170433   0.13974699]
Bus,D00436.obj,6953,25917,Only triangles,[-0.451157 -0.166895 -0.129042],[0.54884303 0.16388699 0.191888  ]
Bus,D00446.obj,7353,25550,Only triangles,[-0.465413 -0.168456 -0.11323 ],[0.53458703 0.146025   0.0873976 ]
Bus,D00448.obj,8863,25554,Only triangles,[-0.56361198 -0.167651   -0.15871599],[0.43638799 0.174574   0.26261601]
Bus,D00483.obj,8133,24248,Only triangles,[-0.475517 -0.237059 -0.203375],[0.52448303 0.191174   0.23332299]
Bus,D00516.obj,6334,25728,Only triangles,[-0.40838701 -0.14642601 -0.142689  ],[0.59161299 0.173985   0.183792  ]
Bus,D00677.obj,10470,54877,Only triangles,[-0.50695002 -0.25090399 -0.20435099],[0.49305001 0.22182    0.20938499]
Bus,D00754.obj,9510,26138,Only triangles,[-0.37813801 -0.0966411  -0.0938086 ],[0.62186199 0.11183    0.23952401]
Bus,D00769.obj,9595,25918,Only triangles,[-0.42201599 -0.0965774  -0.0986766 ],[0.57798398 0.30051601 0.103957  ]
Bus,D00775.obj,10147,26205,Only triangles,[-0.52088898 -0.214828   -0.13902999],[0.47911099 0.194886   0.12909301]
Bus,D00815.obj,8723,25497,Only triangles,[-0.446751 -0.116638 -0.119744],[0.553249 0.217641 0.145473]
Bus,D00823.obj,8901,25805,Only triangles,[-0.42667499 -0.152657   -0.0895719 ],[0.57332498 0.14588401 0.202237  ]
Bus,D00832.obj,5837,25704,Only triangles,[-0.418836 -0.174179 -0.224107],[0.581164 0.174656 0.238582]
Bus,D00857.obj,6704,25291,Only triangles,[-0.48598799 -0.13434    -0.17062099],[0.51401198 0.14007799 0.144484  ]
Car,D00168.obj,9836,20688,Only triangles,[-0.42495301 -0.18006399 -0.133091  ],[0.57504702 0.191632   0.200707  ]
Car,D00236.obj,10750,19105,Only triangles,[-0.49140599 -0.226827   -0.23658399],[0.50859398 0.23225901 0.27552399]
Car,D00260.obj,10271,18388,Only triangles,[-0.456321   -0.240413   -0.14985999],[0.543679   0.24144    0.27438399]
Car,D00265.obj,10073,19654,Only triangles,[-0.48228699 -0.198378   -0.12649199],[0.51771301 0.202186   0.17757601]
Car,D00299.obj,9468,19069,Only triangles,[-0.51857603 -0.329137   -0.23916   ],[0.481424   0.33714199 0.27671   ]
Car,D00377.obj,9998,20002,Only triangles,[-0.427582   -0.23456299 -0.121058  ],[0.57241797 0.239857   0.158648  ]
Car,D00405.obj,3093,7700,Only triangles,[-0.48458701 -0.24075501 -0.18611   ],[0.51541299 0.245085   0.280628  ]
Car,D00452.obj,9515,18936,Only triangles,[-0.480979   -0.27081999 -0.177442  ],[0.51902097 0.26668    0.25255799]
Car,D00504.obj,9926,20225,Only triangles,[-0.50828099 -0.26026499 -0.133085  ],[0.49171901 0.277163   0.17636   ]
Car,D00541.obj,10120,19776,Only triangles,[-0.48700699 -0.227898   -0.19453   ],[0.51299298 0.244122   0.240576  ]
Car,D00618.obj,10129,19788,Only triangles,[-0.471329  -0.198567  -0.0994529],[0.52867103 0.198512   0.163175  ]
Car,D00670.obj,9759,20823,Only triangles,[-0.43500301 -0.180608   -0.134482  ],[0.56499702 0.193556   0.146238  ]
Car,D00671.obj,6901,17701,Only triangles,[-0.437462 -0.185175 -0.138951],[0.56253803 0.192085   0.196752  ]
Car,D00724.obj,10214,19321,Only triangles,[-0.48797399 -0.231648   -0.22976799],[0.51202601 0.23409601 0.21288399]
Car,D00767.obj,7906,18703,Only triangles,[-0.47736901 -0.214182   -0.155864  ],[0.52263099 0.217622   0.21912301]
Car,D00785.obj,10226,19576,Only triangles,[-0.50183702 -0.21415199 -0.197887  ],[0.49816301 0.22684801 0.213238  ]
Car,D00793.obj,10043,19842,Only triangles,[-0.455246   -0.22371501 -0.102047  ],[0.54475403 0.22365201 0.20031101]
Car,D00803.obj,9830,19524,Only triangles,[-0.50234598 -0.157792   -0.115381  ],[0.49765399 0.16287699 0.10947   ]
Car,D00865.obj,8960,19359,Only triangles,[-0.47472399 -0.19136199 -0.16082101],[0.52527601 0.191653   0.225227  ]
Car,D00976.obj,10659,18336,Only triangles,[-0.44919699 -0.278465   -0.13770001],[0.55080301 0.278795   0.25987899]
Car,m1485.obj,9973,20051,Only triangles,[-0.46847001 -0.22270399 -0.19681799],[0.53153002 0.23428001 0.269786  ]
Car,m1486.obj,10011,19963,Only triangles,[-0.49837601 -0.22301801 -0.18799201],[0.50162399 0.21785501 0.222893  ]
Car,m1487.obj,9897,20230,Only triangles,[-0.43639201 -0.23345099 -0.152079  ],[0.56360799 0.248557   0.25298601]
Car,m1488.obj,10027,19752,Only triangles,[-0.508959   -0.27521399 -0.23749299],[0.491041   0.29752401 0.29231799]
Car,m1489.obj,10002,19988,Only triangles,[-0.40932599 -0.225069   -0.18781801],[0.59067398 0.27440101 0.30813   ]
Car,m1490.obj,9992,20006,Only triangles,[-0.46615699 -0.26009801 -0.1733    ],[0.53384298 0.25756899 0.254798  ]
Car,m1492.obj,10191,19434,Only triangles,[-0.5169     -0.25280401 -0.26062   ],[0.4831     0.27807501 0.28812301]
Car,m1495.obj,10071,19881,Only triangles,[-0.45145899 -0.216539   -0.113122  ],[0.54854101 0.23279899 0.24296799]
Car,m1496.obj,10019,19974,Only triangles,[-0.52818102 -0.17594901 -0.18583401],[0.47181901 0.19155499 0.16728599]
Car,m1497.obj,10002,19942,Only triangles,[-0.323028   -0.16261099 -0.115168  ],[0.67697197 0.17277101 0.228037  ]
Car,m1498.obj,10032,19875,Only triangles,[-0.355775 -0.187047 -0.126495],[0.644225   0.18801799 0.17216299]
Car,m1499.obj,10216,20487,Only triangles,[-0.39572999 -0.261895   -0.18036   ],[0.60426998 0.26846799 0.21648499]
Car,m1500.obj,10004,19980,Only triangles,[-0.45440701 -0.190708   -0.126573  ],[0.54559302 0.23457301 0.25683701]
Car,m1502.obj,10024,19100,Only triangles,[-0.493047   -0.26582801 -0.0973723 ],[0.506953   0.24862599 0.12885   ]
Car,m1503.obj,10386,20680,Only triangles,[-0.340215  -0.0928567 -0.113221 ],[0.65978497 0.0937919  0.083752  ]
Car,m1504.obj,9805,20054,Only triangles,[-0.472112   -0.21442699 -0.0847244 ],[0.527888   0.23420601 0.12061   ]
Car,m1505.obj,10010,19664,Only triangles,[-0.51921099 -0.186636   -0.0725176 ],[0.48078901 0.199242   0.123876  ]
Car,m1506.obj,9968,19832,Only triangles,[-0.48431501 -0.26341799 -0.112882  ],[0.51568502 0.30328199 0.154844  ]
Car,m1507.obj,10053,19879,Only triangles,[-0.54286301 -0.220727   -0.0795542 ],[0.45713699 0.222509   0.12583201]
Car,m1508.obj,7312,21233,Only triangles,[-0.52116501 -0.19637699 -0.0711225 ],[0.47883499 0.233725   0.13112099]
Car,m1509.obj,10052,19993,Only triangles,[-0.39831501 -0.27679801 -0.11824   ],[0.60168499 0.28178    0.26911601]
Car,m1510.obj,9869,20058,Only triangles,[-0.46553999 -0.23642901 -0.109398  ],[0.53446001 0.248702   0.14339501]
Car,m1511.obj,9678,19838,Only triangles,[-0.444085   -0.28722501 -0.0848256 ],[0.555915   0.29389399 0.149813  ]
Car,m1512.obj,10106,19788,Only triangles,[-0.51037103 -0.18319701 -0.0875327 ],[0.489629 0.191484 0.150506]
Car,m1513.obj,10041,19501,Only triangles,[-0.35396999 -0.217335   -0.0998753 ],[0.64603001 0.217539   0.20575599]
Car,m1514.obj,10094,19772,Only triangles,[-0.46217501 -0.212124   -0.111899  ],[0.53782499 0.238434   0.13154399]
Car,m1515.obj,9945,19970,Only triangles,[-0.49923399 -0.24149799 -0.111342  ],[0.50076598 0.25025699 0.118124  ]
Car,m1516.obj,9971,20254,Only triangles,[-0.51500899 -0.207818   -0.0921571 ],[0.48499101 0.210605   0.18706501]
Car,m1517.obj,9998,19952,Only triangles,[-0.47323  -0.211539 -0.106238],[0.52677    0.22411001 0.21080901]
Car,m1518.obj,10022,19969,Only triangles,[-0.47539201 -0.191165   -0.104322  ],[0.52460802 0.21057899 0.20855901]
Car,m1519.obj,10001,19958,Only triangles,[-0.50851101 -0.17903499 -0.112436  ],[0.49148899 0.194718   0.150812  ]
Car,m1521.obj,9875,19988,Only triangles,[-0.463379  -0.159593  -0.0949345],[0.53662097 0.27813399 0.164233  ]
Car,m1522.obj,10038,19919,Only triangles,[-0.41846699 -0.197687   -0.11148   ],[0.58153301 0.204114   0.16531301]
Car,m1523.obj,10003,19986,Only triangles,[-0.47329101 -0.198026   -0.100669  ],[0.52670902 0.216737   0.169806  ]
Car,m1524.obj,10002,19984,Only triangles,[-0.459813 -0.190323 -0.11513 ],[0.540187 0.232219 0.221697]
Car,m1525.obj,10005,20397,Only triangles,[-0.451087   -0.22377101 -0.100088  ],[0.548913 0.223932 0.261334]
Car,m1526.obj,10012,19980,Only triangles,[-0.48812601 -0.193321   -0.119673  ],[0.51187402 0.24352901 0.174518  ]
Car,m1527.obj,10027,19947,Only triangles,[-0.45789599 -0.214819   -0.105292  ],[0.54210401 0.218995   0.1758    ]
Car,m1528.obj,10359,20082,Only triangles,[-0.48548499 -0.183909   -0.113014  ],[0.51451498 0.184028   0.15985499]
Car,m1529.obj,9985,19842,Only triangles,[-0.47149599 -0.20023    -0.122064  ],[0.52850401 0.226595   0.205597  ]
Car,m1530.obj,9981,19810,Only triangles,[-0.47014499 -0.194003   -0.150076  ],[0.52985501 0.19953699 0.143907  ]
Car,m1531.obj,10016,19962,Only triangles,[-0.50396401 -0.18107601 -0.121575  ],[0.49603599 0.189689   0.199939  ]
Car,m1532.obj,9645,19978,Only triangles,[-0.50529802 -0.19275799 -0.13042399],[0.49470201 0.28943601 0.27306899]
Car,m1533.obj,10047,19925,Only triangles,[-0.50041002 -0.18202201 -0.126443  ],[0.49959001 0.20114601 0.15762299]
Car,m1535.obj,10006,19862,Only triangles,[-0.432408 -0.179607 -0.124694],[0.56759202 0.18767799 0.160476  ]
Car,m1536.obj,8593,20401,Only triangles,[-0.39233601 -0.20062301 -0.104437  ],[0.60766399 0.24592499 0.174017  ]
Car,m1538.obj,10003,19986,Only triangles,[-0.47142199 -0.198989   -0.101912  ],[0.52857798 0.219374   0.16906901]
Car,m1539.obj,9997,20002,Only triangles,[-0.44146201 -0.229461   -0.123202  ],[0.55853802 0.244955   0.15710901]
Car,m1540.obj,10016,19988,Only triangles,[-0.43361101 -0.206845   -0.0931926 ],[0.56638902 0.21008199 0.166904  ]
Car,m1542.obj,9975,19820,Only triangles,[-0.443553 -0.250137 -0.178101],[0.55644703 0.237734   0.176415  ]
Car,m1543.obj,9733,19910,Only triangles,[-0.40442801 -0.214008   -0.14810701],[0.59557199 0.25195599 0.139965  ]
Car,m1544.obj,10300,20289,Only triangles,[-0.47667801 -0.238994   -0.0906151 ],[0.52332199 0.23908401 0.15062   ]
Car,m1545.obj,10065,19877,Only triangles,[-0.50000799 -0.219888   -0.127142  ],[0.49999201 0.228384   0.13932499]
Car,m1546.obj,10100,19880,Only triangles,[-0.49752101 -0.28001499 -0.1348    ],[0.50247902 0.29417801 0.122336  ]
Car,m1547.obj,10004,19988,Only triangles,[-0.46018001 -0.259294   -0.10682   ],[0.53982002 0.33973801 0.14361   ]
Car,m1548.obj,10065,19877,Only triangles,[-0.50000799 -0.219888   -0.127142  ],[0.49999201 0.228384   0.13932499]
Car,m1550.obj,10245,19717,Only triangles,[-0.43739101 -0.222039   -0.120553  ],[0.56260902 0.229803   0.144778  ]
Car,m1551.obj,10127,19603,Only triangles,[-0.449828 -0.218894 -0.10776 ],[0.55017197 0.227667   0.150536  ]
Car,m1552.obj,10003,19986,Only triangles,[-0.522093 -0.199957 -0.117211],[0.477907   0.21433701 0.199468  ]
Car,m1553.obj,9959,19895,Only triangles,[-0.507505 -0.214899 -0.146708],[0.492495   0.25690699 0.156757  ]
Car,m1555.obj,10056,19694,Only triangles,[-0.44411701 -0.16333599 -0.17457099],[0.55588299 0.184328   0.26769   ]
Car,m1556.obj,14188,34026,Only triangles,[-0.0134559  -0.00312535 -0.0268621 ],[0.98654401 0.00319654 0.00557804]
Car,m1557.obj,10094,19872,Only triangles,[-0.48714501 -0.19755    -0.161263  ],[0.51285499 0.20982701 0.221752  ]
Car,m1558.obj,10074,19427,Only triangles,[-0.45817101 -0.171187   -0.140617  ],[0.54182899 0.170836   0.16786   ]
Car,m1559.obj,10068,19562,Only triangles,[-0.49882799 -0.199256   -0.22763699],[0.50117201 0.21658    0.34251601]
Car,m1560.obj,9939,20102,Only triangles,[-0.48585501 -0.31373399 -0.25391701],[0.51414502 0.32853401 0.43633401]
Car,m1561.obj,9804,19968,Only triangles,[-0.39739501 -0.26157001 -0.214175  ],[0.60260499 0.30427    0.27481601]
Car,m1562.obj,10021,18697,Only triangles,[-0.49679199 -0.32842499 -0.24364001],[0.50320798 0.3281     0.42710099]
Car,m1563.obj,9972,19940,Only triangles,[-0.43662801 -0.312089   -0.215102  ],[0.56337202 0.40408799 0.31878999]
Cellphone,D00018.obj,10056,19811,Only triangles,[-0.271429 -0.206223 -0.115647],[0.728571 0.188862 0.141357]
Cellphone,D00032.obj,8185,21041,Only triangles,[-0.356204  -0.226162  -0.0866326],[0.64379603 0.239374   0.0871812 ]
Cellphone,D00079.obj,10017,19567,Only triangles,[-0.453206  -0.199825  -0.0445465],[0.546794 0.197162 0.177829]
Cellphone,D00152.obj,7717,16153,Only triangles,[-0.456678   -0.22736999 -0.0500592 ],[0.54332203 0.23127399 0.0767359 ]
Cellphone,D00192.obj,10002,19924,Only triangles,[-0.34036899 -0.21596099 -0.0338616 ],[0.65963101 0.209847   0.110629  ]
Cellphone,D00248.obj,9997,20049,Only triangles,[-0.334407  -0.22448   -0.0444027],[0.66559303 0.217397   0.105325  ]
Cellphone,D00312.obj,7986,20325,Only triangles,[-0.13900299 -0.123789   -0.00669346],[0.86099702 0.18941    0.0284065 ]
Cellphone,D00327.obj,10032,19912,Only triangles,[-0.38884601 -0.195555   -0.0597402 ],[0.61115402 0.21338999 0.137245  ]
Cellphone,D00362.obj,9362,18187,Only triangles,[-0.417445   -0.26562801 -0.0460181 ],[0.582555   0.26581901 0.0585704 ]
Cellphone,D00369.obj,10006,19991,Only triangles,[-0.407848   -0.14829201 -0.111252  ],[0.592152  0.160193  0.0878468]
Cellphone,D00440.obj,9962,20009,Only triangles,[-0.32524499 -0.120219   -0.0711978 ],[0.67475498 0.142389   0.0781387 ]
Cellphone,D00527.obj,10550,19865,Only triangles,[-0.37567601 -0.23856001 -0.0434073 ],[0.62432402 0.226789   0.152395  ]
Cellphone,D00542.obj,12474,36995,Only triangles,[-0.278393  -0.17901   -0.0360376],[0.72160703 0.20683201 0.135114  ]
Cellphone,D00554.obj,5648,12386,Only triangles,[-0.425062  -0.247576  -0.0670599],[0.574938   0.221527   0.12902901]
Cellphone,D00559.obj,9366,20371,Only triangles,[-0.39493999 -0.181904   -0.0466229 ],[0.60505998 0.173877   0.142683  ]
Cellphone,D00817.obj,9975,20002,Only triangles,[-0.51765102 -0.23302799 -0.033337  ],[0.48234901 0.239246   0.103479  ]
Cellphone,D00848.obj,10032,19965,Only triangles,[-0.33839801 -0.165565   -0.065187  ],[0.66160202 0.195878   0.0880216 ]
Cellphone,D00902.obj,9926,20038,Only triangles,[-0.45507401 -0.254412   -0.0978913 ],[0.54492599 0.25323501 0.150783  ]
Cellphone,D00979.obj,9379,20373,Only triangles,[-0.40170899 -0.182583   -0.047788  ],[0.59829098 0.176504   0.143814  ]
Cellphone,D00997.obj,9954,20149,Only triangles,[-0.58526999 -0.169963   -0.106571  ],[0.41473001 0.18518899 0.0989546 ]
Chess,D01017.obj,10000,19996,Only triangles,[-0.50733    -0.30717    -0.31459901],[0.49267    0.323441   0.31707901]
Chess,D01019.obj,10000,19996,Only triangles,[-0.38759199 -0.217362   -0.210199  ],[0.61240798 0.22199801 0.22853599]
Chess,D01021.obj,10000,19996,Only triangles,[-0.39164901 -0.252832   -0.26701701],[0.60835099 0.25652    0.244478  ]
Chess,D01043.obj,10000,19994,Only triangles,[-0.52599603 -0.18549199 -0.188631  ],[0.474004   0.192004   0.18885501]
Chess,D01045.obj,10000,19996,Only triangles,[-0.47103301 -0.18918    -0.171298  ],[0.52896702 0.192224   0.210292  ]
Chess,D01049.obj,10001,19994,Only triangles,[-0.47947901 -0.190208   -0.217576  ],[0.52052099 0.224259   0.186317  ]
Chess,D01053.obj,10001,19998,Only triangles,[-0.47048    -0.32659    -0.31242499],[0.52951998 0.34427401 0.30908599]
Chess,D01080.obj,10001,19998,Only triangles,[-0.39536899 -0.209419   -0.204594  ],[0.60463101 0.215619   0.220401  ]
Chess,D01081.obj,10001,19998,Only triangles,[-0.53129798 -0.27280501 -0.25135601],[0.46870199 0.27924201 0.30344599]
Chess,D01099.obj,10005,19990,Only triangles,[-0.45468801 -0.33466601 -0.30433401],[0.54531199 0.34396201 0.300529  ]
Chess,D01105.obj,10001,19998,Only triangles,[-0.471147   -0.20117199 -0.18884701],[0.528853 0.20378  0.215977]
Chess,D01112.obj,10000,19996,Only triangles,[-0.442334   -0.22099601 -0.216488  ],[0.557666 0.222087 0.226588]
Chess,D01123.obj,10000,19996,Only triangles,[-0.437361 -0.210021 -0.211897],[0.562639   0.22342201 0.22155599]
Chess,D01126.obj,10001,19998,Only triangles,[-0.514489 -0.250193 -0.246261],[0.485511   0.26343599 0.26888901]
Chess,D01130.obj,9997,20030,Only triangles,[-0.456947 -0.202159 -0.194059],[0.54305297 0.210546   0.218675  ]
Chess,D01138.obj,10000,19996,Only triangles,[-0.42556101 -0.208911   -0.21057899],[0.57443899 0.22976799 0.228368  ]
Chess,D01145.obj,10000,19996,Only triangles,[-0.41496    -0.21280199 -0.20957901],[0.58503997 0.216401   0.21961699]
Chess,D01171.obj,10000,19996,Only triangles,[-0.28338999 -0.319022   -0.30752501],[0.71661001 0.32788301 0.33973101]
Chess,D01186.obj,10000,19996,Only triangles,[-0.53148299 -0.24661499 -0.247852  ],[0.46851701 0.27753401 0.27562299]
Chess,D01188.obj,10000,19996,Only triangles,[-0.45654801 -0.353398   -0.33450499],[0.54345202 0.430271   0.44567499]
Chess,m1589.obj,10005,19910,Only triangles,[-0.47711399 -0.136848   -0.29826099],[0.52288598 0.837749   0.13778   ]
Chess,m1591.obj,10044,19920,Only triangles,[-0.484795 -0.49298  -0.079875],[0.51520503 0.50698501 0.13097601]
Chess,m1593.obj,10156,19876,Only triangles,[-0.49993101 -0.496263   -0.109156  ],[0.50006902 0.50366801 0.145207  ]
Chess,m1595.obj,10062,20028,Only triangles,[-0.46938699 -0.434286   -0.0772031 ],[0.53061301 0.56446999 0.0717008 ]
Chess,m1596.obj,10071,19673,Only triangles,[-0.45360801 -0.26521701 -0.0734583 ],[0.54639202 0.30076501 0.0670443 ]
Chess,m1598.obj,10000,19996,Only triangles,[-0.442215 -0.218464 -0.214992],[0.55778497 0.21986    0.22332799]
Chess,m1599.obj,10001,19998,Only triangles,[-0.38483199 -0.20601401 -0.208711  ],[0.61516798 0.214515   0.211821  ]
Chess,m1600.obj,10000,19996,Only triangles,[-0.38361001 -0.217207   -0.21388701],[0.61638999 0.223813   0.227158  ]
Chess,m1601.obj,10001,19998,Only triangles,[-0.532381 -0.276355 -0.249602],[0.467619   0.27694601 0.30382499]
Chess,m1602.obj,10000,19996,Only triangles,[-0.47051501 -0.19031601 -0.174987  ],[0.52948499 0.19561701 0.211218  ]
Chess,m1603.obj,10000,19994,Only triangles,[-0.526057 -0.185515 -0.188739],[0.473943 0.192081 0.188849]
Chess,m1604.obj,10001,19994,Only triangles,[-0.48471299 -0.19419099 -0.1982    ],[0.51528698 0.224759   0.205733  ]
Chess,m1605.obj,10001,19998,Only triangles,[-0.47525099 -0.33471701 -0.31118599],[0.52474898 0.34857601 0.31981301]
Chess,m1606.obj,10005,19990,Only triangles,[-0.45954001 -0.33722001 -0.30996901],[0.54045999 0.34233201 0.293587  ]
Chess,m1607.obj,10001,19998,Only triangles,[-0.51692998 -0.251385   -0.242231  ],[0.48306999 0.26082501 0.27189001]
Chess,m1608.obj,10000,19996,Only triangles,[-0.44408199 -0.355185   -0.36366999],[0.55591798 0.43651    0.429887  ]
Chess,m1609.obj,10000,19996,Only triangles,[-0.54450798 -0.255588   -0.25982499],[0.45549199 0.27213299 0.26838699]
Chess,m1610.obj,10004,19997,Only triangles,[-0.30781001 -0.317983   -0.28513801],[0.69218999 0.322126   0.35732999]
Chess,m1611.obj,10000,19996,Only triangles,[-0.39877501 -0.259128   -0.26883999],[0.60122502 0.25096899 0.242459  ]
Chess,m1612.obj,9997,20030,Only triangles,[-0.45258099 -0.20627099 -0.190291  ],[0.54741901 0.20818201 0.22422899]
Chess,m1613.obj,10001,19998,Only triangles,[-0.46469101 -0.209545   -0.209526  ],[0.53530902 0.220313   0.22031701]
Chess,m1614.obj,10000,19996,Only triangles,[-0.43794101 -0.210779   -0.208573  ],[0.56205899 0.219633   0.221837  ]
City,D01001.obj,10533,17984,Only triangles,[-0.30732    -0.55013299 -0.455026  ],[0.59173399 0.44986701 0.303581  ]
City,D01007.obj,10132,18876,Only triangles,[-0.218301   -0.664702   -0.45437101],[0.781699   0.32314399 0.21097299]
City,D01010.obj,7101,19961,Only triangles,[-0.61046201 -0.37106201 -0.13216799],[0.38953799 0.475261   0.22201499]
City,D01018.obj,10497,18502,Only triangles,[-0.40522999 -0.50149    -0.0325984 ],[0.59477001 0.44007099 0.169672  ]
City,D01039.obj,9898,19702,Only triangles,[-0.50247902 -0.43464601 -0.0211695 ],[0.49752101 0.52839601 0.0209698 ]
City,D01056.obj,9630,18852,Only triangles,[-0.48988101 -0.29871899 -0.12773301],[0.51011902 0.54771799 0.395206  ]
City,D01066.obj,10539,19228,Only triangles,[-0.43661901 -0.48324001 -0.0168323 ],[0.56338102 0.373548   0.0604636 ]
City,D01068.obj,10116,19329,Only triangles,[-0.47095799 -0.32677001 -0.0299123 ],[0.52904201 0.41499999 0.15255   ]
City,D01079.obj,10632,19632,Only triangles,[-0.56071901 -0.495722   -0.0216243 ],[0.39844099 0.504278   0.0392815 ]
City,D01090.obj,10245,19516,Only triangles,[-0.50580102 -0.47315601 -0.0313106 ],[0.49419901 0.45839101 0.0458747 ]
City,D01091.obj,9961,19698,Only triangles,[-0.64470601 -0.302809   -0.0727581 ],[0.35529399 0.226667   0.181306  ]
City,D01092.obj,9466,19733,Only triangles,[-0.48352501 -0.47064701 -0.0795915 ],[0.51425898 0.52935302 0.19404   ]
City,D01101.obj,9607,16490,Only triangles,[-0.364351  -0.148811  -0.0281534],[0.63564903 0.35275999 0.0652949 ]
City,D01103.obj,10090,19344,Only triangles,[-0.35620001 -0.185959   -0.0640625 ],[0.64380002 0.33697701 0.107798  ]
City,D01124.obj,10024,19356,Only triangles,[-0.27843201 -0.35866401 -0.0516266 ],[0.72156799 0.388192   0.258816  ]
City,D01133.obj,10173,19472,Only triangles,[-0.4456     -0.51644498 -0.0605339 ],[0.55440003 0.48349199 0.19562   ]
City,D01173.obj,9823,19814,Only triangles,[-0.43684199 -0.49507001 -0.00605874],[0.390396   0.50493002 0.0266747 ]
City,D01181.obj,10012,17915,Only triangles,[-0.30140799 -0.1708     -0.0970229 ],[0.34403601 0.82920003 0.191982  ]
City,D01192.obj,10800,14505,Only triangles,[-0.49528    -0.32427901 -0.112301  ],[0.50471997 0.40415001 0.222647  ]
City,D01195.obj,9017,13049,Only triangles,[-0.52609003 -0.380712   -0.0255269 ],[0.47391    0.40187201 0.162627  ]
City,m1652.obj,10079,19362,Only triangles,[-0.34646901 -0.184882   -0.0650848 ],[0.65353101 0.35371301 0.107597  ]
City,m1654.obj,10120,19331,Only triangles,[-0.469181  -0.325046  -0.0300635],[0.530819   0.415295   0.15265401]
City,m1659.obj,10167,19473,Only triangles,[-0.44376099 -0.51571798 -0.0610015 ],[0.55623901 0.48421001 0.196678  ]
City,m1660.obj,9824,19814,Only triangles,[-0.43858701 -0.49524999 -0.00619468],[0.388639   0.50475001 0.0266468 ]
City,m1661.obj,9894,19706,Only triangles,[-0.49274799 -0.427165   -0.0207981 ],[0.50725198 0.51625401 0.0204418 ]
City,m1662.obj,10632,19632,Only triangles,[-0.56091702 -0.49579701 -0.0215281 ],[0.39774701 0.50420302 0.0392752 ]
City,m1664.obj,7055,19960,Only triangles,[-0.61920202 -0.36602801 -0.13164701],[0.38079801 0.47925699 0.22302601]
ClassicPiano,D00005.obj,3815,21576,Only triangles,[-0.42419299 -0.397163   -0.55829102],[0.57580698 0.46009499 0.33664799]
ClassicPiano,D00009.obj,4641,25650,Only triangles,[-0.36915001 -0.22410899 -0.340547  ],[0.63085002 0.48043701 0.23138   ]
ClassicPiano,D00034.obj,4487,26136,Only triangles,[-0.251041   -0.23734599 -0.31829   ],[0.65352303 0.76265401 0.182285  ]
ClassicPiano,D00092.obj,7759,25481,Only triangles,[-0.35745299 -0.34825701 -0.41694099],[0.64254701 0.44012401 0.51375097]
ClassicPiano,D00120.obj,3582,20491,Only triangles,[-0.55888999 -0.23083299 -0.349861  ],[0.44110999 0.72576302 0.36552501]
ClassicPiano,D00190.obj,4401,25983,Only triangles,[-0.34759399 -0.29396001 -0.37322101],[0.65240598 0.52567703 0.219054  ]
ClassicPiano,D00233.obj,7164,25241,Only triangles,[-0.31151101 -0.33709201 -0.23738   ],[0.68848902 0.370047   0.28560999]
